uid,page,pagepdf,name,region,depto,muni,deptos,ings,instruc,dificultad,raciones_min,raciones_max,tiempo,tiempo_mins,tiempo_dias,line_original
higados-de-pollo-salteados,87,87,Hígados de pollo salteados,Antioquia y Viejo Caldas,Antioquia,NA,NA,"2 libras (1 kg) de higaditos de pollo · ½ libra (250 gr) de toci­neta, picada en trocitos · 3 tallos de cebolla larga, picada fina · 1 pimentón verde (o rojo), picado fino · 2 limones (jugo) · ½ cu­charadita de orégano, molido · ½ cucharadita de cilantro, picado · sal y pimienta a gusto. 2 libras (1 kg) de tomates de aliño, picados · 6 tallos de cebolla, picados · 4 cucharadas de aceite · sal, pimienta y azafrán (o color) a gusto.","Una vez limpios los higaditos, se pican y se rocían con jugo de limón y se dejan reposar aparte. Se fríe la tocineta y en la misma grasa que suelte, se fríen las cebollas, el pimentón y luego los higaditos hasta que se pongan firmes. Se agregan el cilantro, el orégano, sal y pimienta y se saltean a gusto a fuego alto. (Opcional: puede ponér- seles un poco de vino de Jerez o vino blanco). Hogao Antioquia Se sofríen los tomates y las cebollas en el aceite, revolviendo hasta lograr una salsa suave. Se le agrega sal, pimienta y color. Puede conservarse en frasco de vidrio en el refrigerador.",1,8,10,20 minutos,20,NA,"Hígados de pollo salteados Antioquia Grado de dificultad * | Tiempo de preparación: 20 minutos | Raciones: 8 a 10 2 libras (1 kg) de higaditos de pollo · ½ libra (250 gr) de toci­neta, picada en trocitos · 3 tallos de cebolla larga, picada fina · 1 pimentón verde (o rojo), picado fino · 2 limones (jugo) · ½ cu­charadita de orégano, molido · ½ cucharadita de cilantro, picado · sal y pimienta a gusto. Una vez limpios los higaditos, se pican y se rocían con jugo de limón y se dejan reposar aparte. Se fríe la tocineta y en la misma grasa que suelte, se fríen las cebollas, el pimentón y luego los higaditos hasta que se pongan firmes. Se agregan el cilantro, el orégano, sal y pimienta y se saltean a gusto a fuego alto. (Opcional: puede ponér- seles un poco de vino de Jerez o vino blanco). Hogao Antioquia Grado de dificultad * | Tiempo de preparación: 15 minutos 2 libras (1 kg) de tomates de aliño, picados · 6 tallos de cebolla, picados · 4 cucharadas de aceite · sal, pimienta y azafrán (o color) a gusto. Se sofríen los tomates y las cebollas en el aceite, revolviendo hasta lograr una salsa suave. Se le agrega sal, pimienta y color. Puede conservarse en frasco de vidrio en el refrigerador."
hogao-antioquia-y-viejo-caldas,NA,87,Hogao [Antioquia y Viejo Caldas],Antioquia y Viejo Caldas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hogao-valle,NA,253,Hogao [Valle],"Valle, Cauca y Nariño",NA,NA,NA,"10 tomates maduros, pelados y picados, preferiblemente pequeños y redondos · 6 tallos de cebolla larga, picada · 4 cebollas cabezonas, peladas y picadas  nas · 4 dientes de ajo, machacados · 1 pimentón, picado · 2 ajíes dulces, picados (opcional) · azafrán (o color) disuelto en un poco de agua · sal, pimienta y comino a gusto · 3 cucharadas de manteca de cerdo o aceite.","Se calienta el aceite y se ponen todos los ingredientes a sofreír a fuego medio, re- volviendo con cuchara de palo hasta que se obtenga una salsa suave (20 minutos aproximadamente).",1,NA,NA,20 minutos,20,0,"10 tomates maduros, pelados y picados, preferiblemente pequeños y redondos · 6 tallos de cebolla larga, picada · 4 cebollas cabezonas, peladas y picadas  nas · 4 dientes de ajo, machacados · 1 pimentón, picado · 2 ajíes dulces, picados (opcional) · azafrán (o color) disuelto en un poco de agua · sal, pimienta y comino a gusto · 3 cucharadas de manteca de cerdo o aceite. Se calienta el aceite y se ponen todos los ingredientes a sofreír a fuego medio, re- volviendo con cuchara de palo hasta que se obtenga una salsa suave (20 minutos aproximadamente)."
hogo-tolima,NA,355,Hogo [Tolima],Tolima y Huila,NA,NA,NA,"4 tallos de cebolla larga, picados · 4 cebollas cabezonas, peladas y picadas · 2 dientes
de ajo, picados · 2 tomates grandes · 1⁄2 taza de aceite achiotado · 2 cucharadas de
mantequilla · perejil, picado · sal, pimienta y comino a gusto","Se sofríe todo en el aceite y un poco de mantequilla por 15 mi­nutos. Debe quedar una buena salsa, sabrosa y aromática y algo gruesa.",1,NA,NA,15 minutos,15,0,"Hogo  T o l i m a
|
Grado de dificultad *    Tiempo de cocción: 15 minutos
4 tallos de cebolla larga, picados · 4 cebollas cabezonas, peladas y picadas · 2 dientes
de ajo, picados · 2 tomates grandes · 1⁄2 taza de aceite achiotado · 2 cucharadas de
mantequilla · perejil, picado · sal, pimienta y comino a gusto.
Se sofríe todo en el aceite y un poco de mantequilla por 15 mi­nutos. Debe quedar
una buena salsa, sabrosa y aromática y algo gruesa."
hojuelas,77,77,Hojuelas,Antioquia y Viejo Caldas,Antioquia,NA,NA,"1 libra (500 gr) de harina de trigo · 2 cucharadas de mantequilla · 2 tazas de aguapanela clarita · 2 cucharadas de rallado de cáscara de limón · 2 cucharadas de azúcar. 16 tazas de agua · 1½ libra (750 gr) de hueso de res (hueso de cadera, alfileres, aguja, cola o costilla) · ½ libra (250 gr) de hueso de cerdo (costillas o hueso de pierna) · 4 tallos de cebolla junca · sal, pimienta y comino a gusto.","Se baten muy bien la harina y la mantequilla, y se les va agre­gando aguapanela poco a poco hasta obtener una masa suave que se despegue de las manos. Se sacan por- ciones y se ex­tienden en una mesa enharinada, ayudándose con un rodillo. Se cortan tiras de 2 cm de ancho por 6 u 8 cm de largo, se les pasa el rodillo de nuevo para aplanarlas y se ponen a freír en aceite hasta que se doren. Se les espolvorea el rallado de limón y el azúcar y se sirven. Caldo básico Se ponen los huesos a cocinar con los aliños y la cebolla, mí­nimo 2 horas en olla tapada. Después se cuela. Este caldo sirve como base para sopas y salsas. Se puede desgrasar y conservar refrigerado durante mucho tiempo. (Debe espumarse, esto es, sacarle la espuma que se forma en la superficie del caldo durante la cocción).",1,8,10,30 minutos,30,NA,"Hojuelas Antioquia Grado de dificultad * | Tiempo de preparación: 30 minutos | Raciones: 8 a 10 1 libra (500 gr) de harina de trigo · 2 cucharadas de mantequilla · 2 tazas de aguapanela clarita · 2 cucharadas de rallado de cáscara de limón · 2 cucharadas de azúcar. Se baten muy bien la harina y la mantequilla, y se les va agre­gando aguapanela poco a poco hasta obtener una masa suave que se despegue de las manos. Se sacan por- ciones y se ex­tienden en una mesa enharinada, ayudándose con un rodillo. Se cortan tiras de 2 cm de ancho por 6 u 8 cm de largo, se les pasa el rodillo de nuevo para aplanarlas y se ponen a freír en aceite hasta que se doren. Se les espolvorea el rallado de limón y el azúcar y se sirven. Caldo básico Grado de dificultad * | Tiempo de cocción: 2 horas | Raciones: 8 a 10 16 tazas de agua · 1½ libra (750 gr) de hueso de res (hueso de cadera, alfileres, aguja, cola o costilla) · ½ libra (250 gr) de hueso de cerdo (costillas o hueso de pierna) · 4 tallos de cebolla junca · sal, pimienta y comino a gusto. Se ponen los huesos a cocinar con los aliños y la cebolla, mí­nimo 2 horas en olla tapada. Después se cuela. Este caldo sirve como base para sopas y salsas. Se puede desgrasar y conservar refrigerado durante mucho tiempo. (Debe espumarse, esto es, sacarle la espuma que se forma en la superficie del caldo durante la cocción)."
hormigas-culonas,202,288,Hormigas culonas,Santanderes,Santander,NA,NA,NA,"abril o mayo. Siempre en un día soleado, que preceda a otro de intensa lluvia. Las primeras en salir (como de costumbre), son las obreras, seguidas por los zán­ganos o cabezones, quienes se sitúan alrededor de la boca del hormiguero y anuncian la inminente llegada de las reinas. Estas aparecen y eligen rápidamente a su compa- ñero (es este momento de indecisión, el perfecto para cazarlas cogiéndolas por las alas). Una vez apareadas (no cazadas) emprenden vuelo con el cabezón copulando un tanto incómodamente, acto que cuesta la vida al macho. La reina aterriza para en­terrarse inmediatamente y depositar sus huevos que for­marán un nuevo nido. Es importante cubrirse las piernas durante la caza, pues una mordida de sus tenazas puede malograr la diversión de ca­zarlas y el placer de comerlas. Una vez cazadas, viene el engorroso oficio de quitarles las alas y desprender el abdomen y las patas de la apetecible parte trasera. Pero bien vale la pena todo este esfuerzo por su exótico y exquisito sabor una vez ya tostadas. Sus poderes afrodisíacos son conocidos por los indígenas desde tiempos precolombinos, pero ocultaron el secreto a los españoles du­rante varios siglos. La forma de prepararlas ha sido siempre la misma, y es muy simple: se calienta un tiesto de barro o una sartén de hierro y se engrasa un poco. Se ponen a tostar, revolviéndolas, cui­dando de no dejarlas quemar. Se les rocía un poco de sal y se comen.",NA,NA,NA,NA,NA,NA,"Hormigas culonas S a n ta n d e r Las hormigas solo aparecen alrededor de la Semana Santa; en los meses de marzo, abril o mayo. Siempre en un día soleado, que preceda a otro de intensa lluvia. Las primeras en salir (como de costumbre), son las obreras, seguidas por los zán­ganos o cabezones, quienes se sitúan alrededor de la boca del hormiguero y anuncian la inminente llegada de las reinas. Estas aparecen y eligen rápidamente a su compa- ñero (es este momento de indecisión, el perfecto para cazarlas cogiéndolas por las alas). Una vez apareadas (no cazadas) emprenden vuelo con el cabezón copulando un tanto incómodamente, acto que cuesta la vida al macho. La reina aterriza para en­terrarse inmediatamente y depositar sus huevos que for­marán un nuevo nido. Es importante cubrirse las piernas durante la caza, pues una mordida de sus tenazas puede malograr la diversión de ca­zarlas y el placer de comerlas. Una vez cazadas, viene el engorroso oficio de quitarles las alas y desprender el abdomen y las patas de la apetecible parte trasera. Pero bien vale la pena todo este esfuerzo por su exótico y exquisito sabor una vez ya tostadas. Sus poderes afrodisíacos son conocidos por los indígenas desde tiempos precolombinos, pero ocultaron el secreto a los españoles du­rante varios siglos. La forma de prepararlas ha sido siempre la misma, y es muy simple: se calienta un tiesto de barro o una sartén de hierro y se engrasa un poco. Se ponen a tostar, revolviéndolas, cui­dando de no dejarlas quemar. Se les rocía un poco de sal y se comen."
huevas-de-sabalo,233,319,Huevas de sábalo,Costa Atlántica,Atlántico,Barranquilla,NA,"2 libras (1 kg) de huevas de sábalo · 1 libra (500 gr) de masa de maíz blanco, suave · 1 taza de cebolla cabezona, picada · 2 to­mates maduros, pelados y picados · ¼ libra (125 gr) de mante­quilla · sal y pimienta · hojas de maíz · majaguas.","Se limpian las huevas removiendo la piel que las cubre, se pi­can finamente y se sofríen en mantequilla con el tomate y la cebolla. Se revuelve todo con la masa y se soba bien. Se for­man bollos envolviendo porciones con las hojas. Se amarran y se cocinan por una hora.",1,8,10,1 hora,60,NA,"Huevas de sábalo B a r r a n q u i l l a , At l á n t i c o Grado de dificultad * | Tiempo de cocción: 1 hora | Raciones: 8 a 10 2 libras (1 kg) de huevas de sábalo · 1 libra (500 gr) de masa de maíz blanco, suave · 1 taza de cebolla cabezona, picada · 2 to­mates maduros, pelados y picados · ¼ libra (125 gr) de mante­quilla · sal y pimienta · hojas de maíz · majaguas. Se limpian las huevas removiendo la piel que las cubre, se pi­can finamente y se sofríen en mantequilla con el tomate y la cebolla. Se revuelve todo con la masa y se soba bien. Se for­man bollos envolviendo porciones con las hojas. Se amarran y se cocinan por una hora."
huevos-de-iguana,47,47,Huevos de iguana,Costa Pacífica,Valle,Buenaventura,NA,NA,"Se cocinan en agua y sal por 10 minutos, se sacan y se comen, abriéndoles un peque- ño hueco y sorbiendo el contenido. O se cocinan por 30 minutos y se comen duros.",1,NA,NA,10 minutos,10,NA,"Huevos de iguana B u e n a v e n t u r a , Va l l e Grado de dificultad * | Tiempo de preparación: 10 minutos Se cocinan en agua y sal por 10 minutos, se sacan y se comen, abriéndoles un peque- ño hueco y sorbiendo el contenido. O se cocinan por 30 minutos y se comen duros."
huevos-de-piande,47,47,Huevos de piandé,Costa Pacífica,Cauca,Guapi,NA,NA,"Se cocinan en agua por 10 minutos, se pelan y se comen. Son el manjar preferido de los indios cholos, quienes atribuyen el hecho de no sudar y la falta de vellos en el cuerpo a estos huevos, que frecuentemente están presentes en su dieta.",1,NA,NA,10 minutos,10,NA,"Huevos de piandé Guapi, Cauca Lagarto Grado de dificultad * | Tiempo de preparación: 10 minutos Se cocinan en agua por 10 minutos, se pelan y se comen. Son el manjar preferido de los indios cholos, quienes atribuyen el hecho de no sudar y la falta de vellos en el cuerpo a estos huevos, que frecuentemente están presentes en su dieta."
huevos-fritos-en-miel-de-abejas,234,320,Huevos fritos en miel de abejas,Costa Atlántica,Sucre,NA,NA,"8 huevos (1 por persona, o más si se prefiere) · mantequilla · miel de abejas.","Se ponen los huevos en una cacerola untada apenas con man­tequilla, se cubren con la miel y se ponen a freír a gusto. Hay que tener especial cuidado con las salpicadu- ras, ya que su quemadura es muy dolorosa.",2,8,NA,5 minutos,5,NA,"Huevos fritos en miel de abejas Sucre Grado de dificultad ** | Tiempo de preparación: 5 minutos | Raciones: 8 8 huevos (1 por persona, o más si se prefiere) · mantequilla · miel de abejas. Se ponen los huevos en una cacerola untada apenas con man­tequilla, se cubren con la miel y se ponen a freír a gusto. Hay que tener especial cuidado con las salpicadu- ras, ya que su quemadura es muy dolorosa."
huevos-pericos-con-mazorca,299,385,Huevos pericos con mazorca,Boyacá y Cundinamarca,Cundinamarca,NA,NA,"12 huevos batidos · 4 mazorcas cocidas y desgranadas · 2 tomates maduros, pelados y picados finos · 2 cebollas juncas, picadas finas · 1 cebolla cabezona, pelada y rallada · 2 cucharadas de aceite · 1 cucharada de mantequilla · sal y pimienta a gusto.","Se calientan el aceite y la mantequilla. En esta mezcla se sofríen los tomates, las ce- bollas y las mazorcas, revol­viendo para que no se peguen. Se baten los huevos, se les agrega sal y pimienta, y se vierte sobre el sofrito. Se revuelve y se deja cuajar a gusto.",1,8,10,15 minutos,15,NA,"Huevos pericos con mazorca Cundinamarca Grado de dificultad * | Tiempo de cocción: 15 minutos | Raciones: 8 a 10 12 huevos batidos · 4 mazorcas cocidas y desgranadas · 2 tomates maduros, pelados y picados finos · 2 cebollas juncas, picadas finas · 1 cebolla cabezona, pelada y rallada · 2 cucharadas de aceite · 1 cucharada de mantequilla · sal y pimienta a gusto. Se calientan el aceite y la mantequilla. En esta mezcla se sofríen los tomates, las ce- bollas y las mazorcas, revol­viendo para que no se peguen. Se baten los huevos, se les agrega sal y pimienta, y se vierte sobre el sofrito. Se revuelve y se deja cuajar a gusto."
huevos-reyes,88,88,Huevos reyes,Antioquia y Viejo Caldas,Caldas,Salamina,NA,"16 cáscaras de huevo · 2 libras (1 kg) de pescado cocido, des­hilachado · 2 tazas de pan tostado, rallado · 4 huevos, batidos · 1 taza de hogao [ver p. 87] · 3 cucharadas de mantequilla derre­tida · sal y pimienta. 1 taza de caldo básico [ver p. 78] · 1 taza de leche · ½ libra (250 gr) de arveja verde, cocida · 2 cucharadas de mantequilla derre­tida · sal y pimienta a gusto.","Salsa verde Se colocan todos los ingredientes en una licuadora y se baten hasta obtener una salsa suave. Se calienta a fuego lento, revolviéndolo. Se obtienen las cáscaras de huevo enteras y sanas, abrién­doles un pequeño hueco en una punta y otro más pequeño en la otra; se vacían soplando con cuidado por el agujero pe­queño. Se lavan y se guardan. Se prepara un guiso con el pes­cado, el pan, el hogao, los huevos, sal y pimienta. A las cás­caras se les vierte un poco de mantequilla derretida y se re­cubren por dentro, volteándolas varias veces. Se relle- nan, con mucho cuidado, con el guiso y se ponen en una cacerola ancha, sostenidos con paja para que queden de pie. Se cubren con agua y se llevan al fuego por 15 minutos, se sacan, se quie­bran las cáscaras y se pelan (deben quedar perfectamente ar­mados) y se cubren con la salsa verde caliente. Se colocan todos los ingredientes en una licuadora y se baten hasta obtener una salsa suave. Se calienta a fuego lento, re­volviéndolo.",2,8,NA,2 horas,120,NA,"Huevos reyes Salamina, Caldas Es costumbre prepararlos para vigilia Grado de dificultad ** | Tiempo de preparación: 2 horas | Raciones: 8 16 cáscaras de huevo · 2 libras (1 kg) de pescado cocido, des­hilachado · 2 tazas de pan tostado, rallado · 4 huevos, batidos · 1 taza de hogao [ver p. 87] · 3 cucharadas de mantequilla derre­tida · sal y pimienta. Salsa verde 1 taza de caldo básico [ver p. 78] · 1 taza de leche · ½ libra (250 gr) de arveja verde, cocida · 2 cucharadas de mantequilla derre­tida · sal y pimienta a gusto. Se colocan todos los ingredientes en una licuadora y se baten hasta obtener una salsa suave. Se calienta a fuego lento, revolviéndolo. Se obtienen las cáscaras de huevo enteras y sanas, abrién­doles un pequeño hueco en una punta y otro más pequeño en la otra; se vacían soplando con cuidado por el agujero pe­queño. Se lavan y se guardan. Se prepara un guiso con el pes­cado, el pan, el hogao, los huevos, sal y pimienta. A las cás­caras se les vierte un poco de mantequilla derretida y se re­cubren por dentro, volteándolas varias veces. Se relle- nan, con mucho cuidado, con el guiso y se ponen en una cacerola ancha, sostenidos con paja para que queden de pie. Se cubren con agua y se llevan al fuego por 15 minutos, se sacan, se quie­bran las cáscaras y se pelan (deben quedar perfectamente ar­mados) y se cubren con la salsa verde caliente. Se colocan todos los ingredientes en una licuadora y se baten hasta obtener una salsa suave. Se calienta a fuego lento, re­volviéndolo."
